"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1232","Disable report generation","Accessibility","Sun Mar 09 16:18:56 GMT 2025","passed","Sun Mar 09 16:18:58 GMT 2025","","","",""
"","2303","TC_00.002.14 | Create Pipeline Project","US_00.002 | New Item > Create Pipeline Project","Sun Mar 09 16:21:41 GMT 2025","passed","Sun Mar 09 16:21:43 GMT 2025","","","",""
"","16835","TC_01.004.04 | FreestyleProject > Delete Project|Delete a project from the Project Page","US_01.004 | FreestyleProject > Delete Project","Sun Mar 09 16:19:20 GMT 2025","failed","Sun Mar 09 16:19:37 GMT 2025","","","",""
"","8419","TC_01.001.01 | Add a description when creating a project","US_01.001 | FreestyleProject > Add description","Sun Mar 09 16:17:49 GMT 2025","passed","Sun Mar 09 16:17:58 GMT 2025","","","",""
"","3758","TC_00.002.007 | New Pipeline Project check Item name valid","US_00.002 | New Item > Create Pipeline Project","Sun Mar 09 16:21:46 GMT 2025","passed","Sun Mar 09 16:21:50 GMT 2025","","","",""
"","8969","TC_14.002.05 | User can select suggestion to auto-fill and complete the search","US_14.002 | Header > Search Box","Sun Mar 09 16:22:44 GMT 2025","broken","Sun Mar 09 16:22:53 GMT 2025","","","",""
"","2185","Should measure paint timings for /user/admin/configure","Performance with unified command","Sun Mar 09 16:21:30 GMT 2025","passed","Sun Mar 09 16:21:32 GMT 2025","","","",""
"","2270","Should measure cumulativeLayoutShift for /user/admin/builds","Performance with unified command","Sun Mar 09 16:22:26 GMT 2025","passed","Sun Mar 09 16:22:28 GMT 2025","","","",""
"","13250","TC_08.001.04 | Dashboard page displays information about the latest build for Pipeline","US_08.001 | Build history > Start to build a project","Sun Mar 09 16:18:35 GMT 2025","passed","Sun Mar 09 16:18:48 GMT 2025","","","",""
"","2060","Should measure cumulativeLayoutShift for /user/admin/credentials/","Performance with unified command","Sun Mar 09 16:22:09 GMT 2025","passed","Sun Mar 09 16:22:11 GMT 2025","","","",""
"","467","API 11.1: GET Created User Account by email","Automation excersize API CRUD:","Sun Mar 09 16:17:33 GMT 2025","passed","Sun Mar 09 16:17:33 GMT 2025","","","",""
"","11320","TC_16.002.03 | Verify descending sorting in the columns","US_16.002 | Dashboard > Create View","Sun Mar 09 16:19:54 GMT 2025","passed","Sun Mar 09 16:20:05 GMT 2025","","","",""
"","11480","TC_14.002.15 | Verify suggestions in the search box","US_14.002 | Header > Search Box","Sun Mar 09 16:23:04 GMT 2025","failed","Sun Mar 09 16:23:15 GMT 2025","","","",""
"","2186","Should measure totalBlockingTime for /user/admin/builds","Performance with unified command","Sun Mar 09 16:22:28 GMT 2025","passed","Sun Mar 09 16:22:30 GMT 2025","","","",""
"","12633","TC_01.004.14 | Verify Freestyle Project is deleted from Project page","US_01.004 | FreestyleProject > Delete Project","Sun Mar 09 16:19:01 GMT 2025","failed","Sun Mar 09 16:19:14 GMT 2025","","","",""
"","2178","Should load /user/admin/ page in less than 2 second","Performance with unified command","Sun Mar 09 16:21:04 GMT 2025","passed","Sun Mar 09 16:21:07 GMT 2025","","","",""
"","897","API 12.3: DELETE To Delete User Account with invalid details","Automation excersize API CRUD:","Sun Mar 09 16:17:35 GMT 2025","passed","Sun Mar 09 16:17:36 GMT 2025","","","",""
"","19310","measures the performance of the home page of the website with separate config for mobile","Lighthouse","Sun Mar 09 16:19:10 GMT 2025","passed","Sun Mar 09 16:19:30 GMT 2025","","","",""
"","1090","Only Rule Tag wcag20aa Test","Accessibility","Sun Mar 09 16:18:55 GMT 2025","passed","Sun Mar 09 16:18:56 GMT 2025","","","",""
"","1766","Should return response for /me/my-views/view/all/ in less than 500 milliseconds","Performance with unified command","Sun Mar 09 16:20:52 GMT 2025","passed","Sun Mar 09 16:20:53 GMT 2025","","","",""
"","2970","Checks the Organization Folder page contains search field","Checking parametrization","Sun Mar 09 16:19:26 GMT 2025","passed","Sun Mar 09 16:19:29 GMT 2025","","","",""
"","2687","TC_01.002.11 | Rename a project name from the Project Page","US_01.002 | FreestyleProject > Rename Project","Sun Mar 09 16:21:47 GMT 2025","passed","Sun Mar 09 16:21:50 GMT 2025","","","",""
"","50373","TC_09.001_6 | Verify go to required page by click on required item on search suggestion dropdown.","US_09.001 | Manage Jenkins > Search settings","Sun Mar 09 16:18:05 GMT 2025","passed","Sun Mar 09 16:18:55 GMT 2025","","","",""
