"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","430","API 12.1: GET Deleted User Account by email","Automation excersize API CRUD:","Sat Mar 08 21:11:03 GMT 2025","passed","Sat Mar 08 21:11:03 GMT 2025","","","",""
"","4638","TC_04.004.04 | Enter a long text in the description field","US_04.004 | Folder > Add or Edit Description of a Folder","Sat Mar 08 21:14:18 GMT 2025","passed","Sat Mar 08 21:14:23 GMT 2025","","","",""
"","2655","TC_00.001.10 | Create Freestyle Project using the ""New Item"" button","US_00.001 | New item > Create Freestyle Project","Sat Mar 08 21:12:48 GMT 2025","passed","Sat Mar 08 21:12:50 GMT 2025","","","",""
"","3776","TC_00.002.007 | New Pipeline Project check Item name valid","US_00.002 | New Item > Create Pipeline Project","Sat Mar 08 21:14:36 GMT 2025","passed","Sat Mar 08 21:14:39 GMT 2025","","","",""
"","5906","TC_01.004.15 | Verify user cancels Project deletion","US_01.004 | FreestyleProject > Delete Project","Sat Mar 08 21:12:57 GMT 2025","passed","Sat Mar 08 21:13:03 GMT 2025","","","",""
"","2069","Should measure paint timings for /view/all/builds","Performance with unified command","Sat Mar 08 21:14:20 GMT 2025","passed","Sat Mar 08 21:14:22 GMT 2025","","","",""
"","13901","TC_08.001.04 | Dashboard page displays information about the latest build for Freestyle project","US_08.001 | Build history > Start to build a project","Sat Mar 08 21:11:56 GMT 2025","passed","Sat Mar 08 21:12:10 GMT 2025","","","",""
"","1026","Provide context as HTML Element","Accessibility","Sat Mar 08 21:12:43 GMT 2025","passed","Sat Mar 08 21:12:44 GMT 2025","","","",""
"","2091","Should load /user/admin/my-views/view/all/ page with resourceTiming less than 500ms","Performance with unified command","Sat Mar 08 21:15:20 GMT 2025","passed","Sat Mar 08 21:15:22 GMT 2025","","","",""
"","2003","Should measure largestContentfulPaint for /user/admin/my-views/view/all/","Performance with unified command","Sat Mar 08 21:15:28 GMT 2025","passed","Sat Mar 08 21:15:30 GMT 2025","","","",""
"","1321","TC_14.002.06 | Multiple matches are displayed on the result page","US_14.002 | Header > Search Box","Sat Mar 08 21:16:36 GMT 2025","passed","Sat Mar 08 21:16:38 GMT 2025","","","",""
