"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2004","TC_00.000.13 | Verify that after saving, new item is present on dashboard","US_00.000 | New Item > Create New item","Wed Mar 12 15:31:39 GMT 2025","passed","Wed Mar 12 15:31:41 GMT 2025","","","",""
"","1882","TC_14.001.01 | main page layout fits screenshot","US_14.001 | Visual > Main Page","Wed Mar 12 15:33:41 GMT 2025","broken","Wed Mar 12 15:33:43 GMT 2025","","","",""
"","923","Only Rule Tag wcag20aa Test","Accessibility","Wed Mar 12 15:30:27 GMT 2025","passed","Wed Mar 12 15:30:28 GMT 2025","","","",""
"","1835","TC_06.005.05 | Delete Organization Folder from the Folder page via API","US_06.005 | Organization folder > Delete Organization Folder","Wed Mar 12 15:29:26 GMT 2025","passed","Wed Mar 12 15:29:27 GMT 2025","","","",""
"","1901","Should load /user/admin/my-views/view/all/ page with resourceTiming less than 500ms","Performance with unified command","Wed Mar 12 15:32:53 GMT 2025","passed","Wed Mar 12 15:32:55 GMT 2025","","","",""
"","1930","Should load /view/all/newJob page with resourceTiming less than 500ms","Performance with unified command","Wed Mar 12 15:31:36 GMT 2025","passed","Wed Mar 12 15:31:38 GMT 2025","","","",""
"","1430","Should return response for /user/admin/ in less than 500 milliseconds","Performance with unified command","Wed Mar 12 15:32:24 GMT 2025","passed","Wed Mar 12 15:32:25 GMT 2025","","","",""
"","1396","Disable rules ""contrast"" and ""valid-lang""","Accessibility","Wed Mar 12 15:30:21 GMT 2025","passed","Wed Mar 12 15:30:22 GMT 2025","","","",""
"","1412","Should return response for /view/all/newJob in less than 500 milliseconds","Performance with unified command","Wed Mar 12 15:31:38 GMT 2025","passed","Wed Mar 12 15:31:40 GMT 2025","","","",""
"","470","API 11.2: POST To Verify Login Created User with valid details","Automation excersize API CRUD:","Wed Mar 12 15:29:12 GMT 2025","passed","Wed Mar 12 15:29:12 GMT 2025","","","",""
"","2307","TC_00.001.06 | Verify a new Freestyle Project can be created from a new Folder","US_00.001 | New item > Create Freestyle Project","Wed Mar 12 15:30:38 GMT 2025","passed","Wed Mar 12 15:30:40 GMT 2025","","","",""
"","1981","Should load /user/admin/ page with resourceTiming less than 500ms","Performance with unified command","Wed Mar 12 15:32:22 GMT 2025","passed","Wed Mar 12 15:32:24 GMT 2025","","","",""
