"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2087","Should measure paint timings for /user/admin/builds","Performance with unified command","Sun Mar 09 15:50:36 GMT 2025","passed","Sun Mar 09 15:50:38 GMT 2025","","","",""
"","6060","TC_01.001.02 | Add a Description to an Existing Project","US_01.001 | FreestyleProject > Add description","Sun Mar 09 15:46:16 GMT 2025","passed","Sun Mar 09 15:46:22 GMT 2025","","","",""
"","2136","Should measure cumulativeLayoutShift for /","Performance with unified command","Sun Mar 09 15:48:24 GMT 2025","passed","Sun Mar 09 15:48:26 GMT 2025","","","",""
"","11511","TC_14.002.15 | Verify suggestions in the search box","US_14.002 | Header > Search Box","Sun Mar 09 15:51:23 GMT 2025","failed","Sun Mar 09 15:51:35 GMT 2025","","","",""
"","2081","Should measure largestContentfulPaint for /","Performance with unified command","Sun Mar 09 15:48:22 GMT 2025","passed","Sun Mar 09 15:48:24 GMT 2025","","","",""
"","1778","Should return response for /user/admin/ in less than 500 milliseconds","Performance with unified command","Sun Mar 09 15:49:24 GMT 2025","passed","Sun Mar 09 15:49:26 GMT 2025","","","",""
"","26411","TC_01.002-01 | User receives an Error when the new name is invalid","US_01.002 | FreestyleProject > Rename Project","Sun Mar 09 15:50:09 GMT 2025","passed","Sun Mar 09 15:50:35 GMT 2025","","","",""
"","5051","Checks the Multi-configuration project page contains search field","Checking parametrization","Sun Mar 09 15:46:43 GMT 2025","passed","Sun Mar 09 15:46:48 GMT 2025","","","",""
"","2027","Should measure totalBlockingTime for /user/admin/credentials/","Performance with unified command","Sun Mar 09 15:50:25 GMT 2025","passed","Sun Mar 09 15:50:27 GMT 2025","","","",""
"","2023","Should measure totalBlockingTime for /user/admin/my-views/view/all/","Performance with unified command","Sun Mar 09 15:50:08 GMT 2025","passed","Sun Mar 09 15:50:10 GMT 2025","","","",""
"","3120","TC_04.001.10 | Rename folder from drop-down menu","US_04.001 | Folder > Rename Folder","Sun Mar 09 15:45:47 GMT 2025","passed","Sun Mar 09 15:45:51 GMT 2025","","","",""
"","6308","TC_01.001.07 | It is possible to add description on project update","US_01.001 | FreestyleProject > Add description","Sun Mar 09 15:46:36 GMT 2025","passed","Sun Mar 09 15:46:43 GMT 2025","","","",""
"","3075","TC-01.002.06| Rename a project name from the Dashboard page","US_01.002 | FreestyleProject > Rename Project","Sun Mar 09 15:49:44 GMT 2025","passed","Sun Mar 09 15:49:47 GMT 2025","","","",""
"","12852","TC_01.004.17 | Delete project from the Project Page","US_01.004 | FreestyleProject > Delete Project","Sun Mar 09 15:47:55 GMT 2025","failed","Sun Mar 09 15:48:08 GMT 2025","","","",""
"","17617","measures the performance of the newJob page of the website with config for desktop","Lighthouse","Sun Mar 09 15:47:47 GMT 2025","passed","Sun Mar 09 15:48:05 GMT 2025","","","",""
"","1353","TC_14.002.10 | Verify that the warning message is displayed when no matches are found","US_14.002 | Header > Search Box","Sun Mar 09 15:51:19 GMT 2025","passed","Sun Mar 09 15:51:20 GMT 2025","","","",""
"","6272","TC_04.002.03 | Verify that user able to move the folder from drop-down menu of the folder-element on the main page","US_04.002 | Folder > Move Folder to Folder","Sun Mar 09 15:48:51 GMT 2025","passed","Sun Mar 09 15:48:58 GMT 2025","","","",""
"","6699","TC_01.001.03 | Verify updating an existing description","US_01.001 | FreestyleProject > Add description","Sun Mar 09 15:46:23 GMT 2025","passed","Sun Mar 09 15:46:29 GMT 2025","","","",""
"","1650","Should return response for /user/admin/my-views/view/all/ in less than 500 milliseconds","Performance with unified command","Sun Mar 09 15:49:58 GMT 2025","passed","Sun Mar 09 15:50:00 GMT 2025","","","",""
"","419","API 12.2: POST To Verify Login with Deleted User Account","Automation excersize API CRUD:","Sun Mar 09 15:45:37 GMT 2025","passed","Sun Mar 09 15:45:38 GMT 2025","","","",""
"","2251","Should load /user/admin/builds page in less than 2 second","Performance with unified command","Sun Mar 09 15:50:27 GMT 2025","passed","Sun Mar 09 15:50:30 GMT 2025","","","",""
"","2272","Should load / page with resourceTiming less than 500ms","Performance with unified command","Sun Mar 09 15:48:14 GMT 2025","passed","Sun Mar 09 15:48:16 GMT 2025","","","",""
