"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","388","API 7: POST To Verify Login with valid details (verifyLogin)","Automation excersize API:","Thu Dec 19 21:46:28 GMT 2024","passed","Thu Dec 19 21:46:28 GMT 2024","","","",""
"","4126","TC_01.004.12 | Verify confirmation message appears after attempting to delete a project","US_01.004 | FreestyleProject > Delete Project","Thu Dec 19 21:48:09 GMT 2024","passed","Thu Dec 19 21:48:13 GMT 2024","","","",""
"","472","API 3: Get All Brands List (brandsList)","Automation excersize API:","Thu Dec 19 21:46:26 GMT 2024","passed","Thu Dec 19 21:46:26 GMT 2024","","","",""
"","1840","TC_14.002.13 | Verify auto-fill suggestions contain the search term","US_14.002 | Header > Search Box","Thu Dec 19 21:50:21 GMT 2024","passed","Thu Dec 19 21:50:22 GMT 2024","","","",""
"","375","API 8: POST To Verify Login with invalid details (verifyLogin): undefined","Automation excersize API:","Thu Dec 19 21:46:28 GMT 2024","passed","Thu Dec 19 21:46:29 GMT 2024","","","",""
"","808","RF_14.003.04 | Verify Log out button is seen and works properly.","US_14.003 | Header > Log out option","Thu Dec 19 21:49:52 GMT 2024","passed","Thu Dec 19 21:49:53 GMT 2024","","","",""
"","362","API 4: PUT To All Brands List (brandsList)","Automation excersize API:","Thu Dec 19 21:46:26 GMT 2024","passed","Thu Dec 19 21:46:27 GMT 2024","","","",""
"","377","API 2: POST To All Products List (productsList)","Automation excersize API:","Thu Dec 19 21:46:25 GMT 2024","passed","Thu Dec 19 21:46:26 GMT 2024","","","",""
"","1951","Should load /user/admin/configure page in less than 2 second","Performance with unified command","Thu Dec 19 21:49:47 GMT 2024","passed","Thu Dec 19 21:49:49 GMT 2024","","","",""
"","4349","TC_01.004.11 | Verify user is able to cancel project deleting","US_01.004 | FreestyleProject > Delete Project","Thu Dec 19 21:47:40 GMT 2024","passed","Thu Dec 19 21:47:45 GMT 2024","","","",""
"","1813","Should measure cumulativeLayoutShift for /user/admin/my-views/view/all/","Performance with unified command","Thu Dec 19 21:50:12 GMT 2024","passed","Thu Dec 19 21:50:14 GMT 2024","","","",""
"","1831","Should measure totalBlockingTime for /view/all/builds","Performance with unified command","Thu Dec 19 21:49:17 GMT 2024","passed","Thu Dec 19 21:49:18 GMT 2024","","","",""
"","1622","TC_14.002.03 | Verify that user can not see suggested results searched with with Upper Case characters with Insensitive mode being on","US_14.002 | Header > Search Box","Thu Dec 19 21:50:12 GMT 2024","passed","Thu Dec 19 21:50:13 GMT 2024","","","",""
"","4014","TC_04.002.03 | Verify that user able to move the folder from drop-down menu of the folder-element on the main page","US_04.002 | Folder > Move Folder to Folder","Thu Dec 19 21:49:09 GMT 2024","passed","Thu Dec 19 21:49:13 GMT 2024","","","",""
"","929","TC_00.002.04 | Create Pipeline Project with an empty item name field","US_00.002 | New Item > Create Pipeline Project","Thu Dec 19 21:49:01 GMT 2024","passed","Thu Dec 19 21:49:02 GMT 2024","","","",""
"","2298","TC_08.001.02 | The build is triggered from the Pipeline's dropdown menu","US_08.001 | Build history > Start to build a project","Thu Dec 19 21:47:02 GMT 2024","passed","Thu Dec 19 21:47:04 GMT 2024","","","",""
"","973","TC_14.002.04 | Message that no matches found","US_14.002 | Header > Search Box","Thu Dec 19 21:50:15 GMT 2024","passed","Thu Dec 19 21:50:16 GMT 2024","","","",""
"","1261","TC_14.002.07 | Verify the search box provides auto-completion","US_14.002 | Header > Search Box","Thu Dec 19 21:50:09 GMT 2024","passed","Thu Dec 19 21:50:10 GMT 2024","","","",""
"","392","API 12: DELETE To Delete Existing User Account","Automation excersize API CRUD:","Thu Dec 19 21:46:35 GMT 2024","passed","Thu Dec 19 21:46:36 GMT 2024","","","",""
"","2446","TC_06.005.03 | Delete Organization Folder from project status table on Dashboard page","US_06.005 | Organization folder > Delete Organization Folder","Thu Dec 19 21:46:38 GMT 2024","passed","Thu Dec 19 21:46:41 GMT 2024","","","",""
"","1832","Should measure paint timings for /user/admin/credentials/","Performance with unified command","Thu Dec 19 21:50:22 GMT 2024","passed","Thu Dec 19 21:50:24 GMT 2024","","","",""
"","1667","TC_04.001.12 | Verify that there is ""Display Name"" field and hint sign in the Configure section","US_04.001 | Folder > Rename Folder","Thu Dec 19 21:46:48 GMT 2024","passed","Thu Dec 19 21:46:49 GMT 2024","","","",""
"","2344","TC_01.001.08 | Verify the description is added when creating the project","US_01.001 | FreestyleProject > Add description","Thu Dec 19 21:47:13 GMT 2024","passed","Thu Dec 19 21:47:15 GMT 2024","","","",""
"","1621","TC_00.001.11 | Create Freestyle Project by clicking on Create a Job","US_00.001 | New item > Create Freestyle Project","Thu Dec 19 21:47:55 GMT 2024","passed","Thu Dec 19 21:47:56 GMT 2024","","","",""
"","1035","Should return response for /user/admin/builds in less than 500 milliseconds","Performance with unified command","Thu Dec 19 21:50:34 GMT 2024","passed","Thu Dec 19 21:50:35 GMT 2024","","","",""
"","4239","TC_01.004.14 | Verify Freestyle Project is deleted from Project page","US_01.004 | FreestyleProject > Delete Project","Thu Dec 19 21:47:45 GMT 2024","passed","Thu Dec 19 21:47:49 GMT 2024","","","",""
"","1283","TC_00.000.14 | Verify the display of validation message if no item name is entered","US_00.000 | New Item > Create New item","Thu Dec 19 21:48:46 GMT 2024","passed","Thu Dec 19 21:48:48 GMT 2024","","","",""
"","5497","TC_01.001.01 | Add a description when creating a project","US_01.001 | FreestyleProject > Add description","Thu Dec 19 21:46:58 GMT 2024","passed","Thu Dec 19 21:47:03 GMT 2024","","","",""
"","16842","measures the performance of the home page of the website with separate config for mobile","Lighthouse","Thu Dec 19 21:47:57 GMT 2024","passed","Thu Dec 19 21:48:14 GMT 2024","","","",""
"","1865","Should measure cumulativeLayoutShift for /user/admin/builds","Performance with unified command","Thu Dec 19 21:50:40 GMT 2024","passed","Thu Dec 19 21:50:42 GMT 2024","","","",""
"","4872","TC_01.004.05 | Cancel deletion","US_01.004 | FreestyleProject > Delete Project","Thu Dec 19 21:47:31 GMT 2024","passed","Thu Dec 19 21:47:36 GMT 2024","","","",""
"","1834","Should measure cumulativeLayoutShift for /user/admin/configure","Performance with unified command","Thu Dec 19 21:49:57 GMT 2024","passed","Thu Dec 19 21:49:59 GMT 2024","","","",""
"","1841","Should load /user/admin/configure page with size less than 1 MB","Performance with unified command","Thu Dec 19 21:49:52 GMT 2024","passed","Thu Dec 19 21:49:54 GMT 2024","","","",""
"","842","Provide context as object with ""include"" that is an Array of CSS selectors","Accessibility","Thu Dec 19 21:47:51 GMT 2024","passed","Thu Dec 19 21:47:52 GMT 2024","","","",""
"","1441","Only Critical Severity Test","Accessibility","Thu Dec 19 21:47:41 GMT 2024","passed","Thu Dec 19 21:47:43 GMT 2024","","","",""
"","1015","Should return response for /user/admin/ in less than 500 milliseconds","Performance with unified command","Thu Dec 19 21:49:36 GMT 2024","passed","Thu Dec 19 21:49:37 GMT 2024","","","",""
"","1812","Should load /user/admin/builds page with resourceTiming less than 500ms","Performance with unified command","Thu Dec 19 21:50:32 GMT 2024","passed","Thu Dec 19 21:50:33 GMT 2024","","","",""
"","1098","TC_14.003.03 | All session-related cookies are cleared","US_14.003 | Header > Log out option","Thu Dec 19 21:49:51 GMT 2024","passed","Thu Dec 19 21:49:52 GMT 2024","","","",""
"","1809","Should measure largestContentfulPaint for /user/admin/","Performance with unified command","Thu Dec 19 21:49:41 GMT 2024","passed","Thu Dec 19 21:49:43 GMT 2024","","","",""
"","482","API 13: PUT To Update User Account","Automation excersize API CRUD:","Thu Dec 19 21:46:34 GMT 2024","passed","Thu Dec 19 21:46:34 GMT 2024","","","",""
"","1648","Disable rules ""contrast"" and ""valid-lang""","Accessibility","Thu Dec 19 21:47:37 GMT 2024","passed","Thu Dec 19 21:47:39 GMT 2024","","","",""
"","725","TC_14.002.11 | Verify that Dashboard page has a Search box on its top right","US_14.002 | Header > Search Box","Thu Dec 19 21:50:31 GMT 2024","passed","Thu Dec 19 21:50:32 GMT 2024","","","",""
"","1882","Should load /view/all/newJob page in less than 2 second","Performance with unified command","Thu Dec 19 21:48:50 GMT 2024","passed","Thu Dec 19 21:48:52 GMT 2024","","","",""
"","401","API 11.2: POST To Verify Login Created User with valid details","Automation excersize API CRUD:","Thu Dec 19 21:46:33 GMT 2024","passed","Thu Dec 19 21:46:34 GMT 2024","","","",""
"","932","API 1: Get All Products List (productsList)","Automation excersize API:","Thu Dec 19 21:46:24 GMT 2024","passed","Thu Dec 19 21:46:25 GMT 2024","","","",""
