"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1920","Should measure totalBlockingTime for /view/all/builds","Performance with unified command","Mon Mar 10 09:24:57 GMT 2025","passed","Mon Mar 10 09:24:59 GMT 2025","","","",""
"","1961","Should load /view/all/builds page with resourceTiming less than 500ms","Performance with unified command","Mon Mar 10 09:24:46 GMT 2025","passed","Mon Mar 10 09:24:48 GMT 2025","","","",""
"","1874","Should measure largestContentfulPaint for /user/admin/credentials/","Performance with unified command","Mon Mar 10 09:26:08 GMT 2025","passed","Mon Mar 10 09:26:10 GMT 2025","","","",""
"","8881","TC_01.002.07 | Verify duplicate names are rejected when renaming a project","US_01.002 | FreestyleProject > Rename Project","Mon Mar 10 09:24:21 GMT 2025","failed","Mon Mar 10 09:24:30 GMT 2025","","","",""
"","1918","Should measure largestContentfulPaint for /view/all/builds","Performance with unified command","Mon Mar 10 09:24:53 GMT 2025","passed","Mon Mar 10 09:24:55 GMT 2025","","","",""
"","939","API 12.3: DELETE To Delete User Account with invalid details","Automation excersize API CRUD:","Mon Mar 10 09:22:53 GMT 2025","passed","Mon Mar 10 09:22:54 GMT 2025","","","",""
"","1560","Only Rule Tag wcag20 Test","Accessibility","Mon Mar 10 09:23:17 GMT 2025","passed","Mon Mar 10 09:23:19 GMT 2025","","","",""
"","1094","Should return response for /user/admin/ in less than 500 milliseconds","Performance with unified command","Mon Mar 10 09:25:18 GMT 2025","passed","Mon Mar 10 09:25:19 GMT 2025","","","",""
"","618","API 3: Get All Brands List (brandsList)","Automation excersize API:","Mon Mar 10 09:22:43 GMT 2025","passed","Mon Mar 10 09:22:43 GMT 2025","","","",""
"","1902","Should measure totalBlockingTime for /user/admin/","Performance with unified command","Mon Mar 10 09:25:27 GMT 2025","passed","Mon Mar 10 09:25:29 GMT 2025","","","",""
"","5114","TC_13.001.01 | Create new User via Manage Jenkins left side menu","US_13.001 | Create new User","Mon Mar 10 09:24:20 GMT 2025","passed","Mon Mar 10 09:24:25 GMT 2025","","","",""
"","3051","TC_01.002.02 | Rename a project from the Project Page","US_01.002 | FreestyleProject > Rename Project","Mon Mar 10 09:23:36 GMT 2025","passed","Mon Mar 10 09:23:39 GMT 2025","","","",""
"","1929","Should load /user/admin/builds page with resourceTiming less than 500ms","Performance with unified command","Mon Mar 10 09:26:16 GMT 2025","passed","Mon Mar 10 09:26:18 GMT 2025","","","",""
"","1146","TC_00.001.22| New Item > Verify Project Description size","US_00.001 | New item > Create Freestyle Project","Mon Mar 10 09:24:39 GMT 2025","passed","Mon Mar 10 09:24:41 GMT 2025","","","",""
"","8110","TC_14.002.09 | Verify that the selection of an auto-complete suggestion redirects to the relevant page","US_14.002 | Header > Search Box","Mon Mar 10 09:25:12 GMT 2025","failed","Mon Mar 10 09:25:20 GMT 2025","","","",""
"","5883","TC_04.003.01 | Verify that the user able to delete folder on a FolderPage","US_04.003 | Folder > Delete Folder","Mon Mar 10 09:23:07 GMT 2025","passed","Mon Mar 10 09:23:13 GMT 2025","","","",""
"","1402","TC_00.000.12 | Verify redirection to the configure page for the selected item type after clicking ""OK""","US_00.000 | New Item > Create New item","Mon Mar 10 09:25:11 GMT 2025","passed","Mon Mar 10 09:25:12 GMT 2025","","","",""
