"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1597","Only Rule Tag wcag20 Test","Accessibility","Sun Mar 09 17:24:28 GMT 2025","passed","Sun Mar 09 17:24:30 GMT 2025","","","",""
"","3046","TC_00.000.05 | Create new item from Dashboard dropdown menu","US_00.000 | New Item > Create New item","Sun Mar 09 17:25:34 GMT 2025","passed","Sun Mar 09 17:25:37 GMT 2025","","","",""
"","2160","Should load /user/admin/configure page with resourceTiming less than 500ms","Performance with unified command","Sun Mar 09 17:26:55 GMT 2025","passed","Sun Mar 09 17:26:57 GMT 2025","","","",""
"","1362","Should return response for /me/my-views/view/all/ in less than 500 milliseconds","Performance with unified command","Sun Mar 09 17:26:24 GMT 2025","passed","Sun Mar 09 17:26:25 GMT 2025","","","",""
"","2180","Should measure totalBlockingTime for /user/admin/credentials/","Performance with unified command","Sun Mar 09 17:27:40 GMT 2025","passed","Sun Mar 09 17:27:42 GMT 2025","","","",""
"","4417","TC_01.004.11 | Verify user is able to cancel project deleting","US_01.004 | FreestyleProject > Delete Project","Sun Mar 09 17:24:28 GMT 2025","passed","Sun Mar 09 17:24:32 GMT 2025","","","",""
"","2052","Should load /user/admin/my-views/view/all/ page with size less than 1 MB","Performance with unified command","Sun Mar 09 17:27:15 GMT 2025","passed","Sun Mar 09 17:27:17 GMT 2025","","","",""
"","2203","TC_00.000.06 | Create new item from the ""New Item"" link in the left sidebar","US_00.000 | New Item > Create New item","Sun Mar 09 17:25:38 GMT 2025","passed","Sun Mar 09 17:25:40 GMT 2025","","","",""
"","15968","TC_01.004.04 | FreestyleProject > Delete Project|Delete a project from the Project Page","US_01.004 | FreestyleProject > Delete Project","Sun Mar 09 17:24:50 GMT 2025","failed","Sun Mar 09 17:25:06 GMT 2025","","","",""
"","2597","Checks the Organization Folder page contains search field","Checking parametrization","Sun Mar 09 17:24:13 GMT 2025","passed","Sun Mar 09 17:24:16 GMT 2025","","","",""
"","9880","TC_04.001.02 | Rename folder from drop-down menu","US_04.001 | Folder > Rename Folder","Sun Mar 09 17:22:46 GMT 2025","passed","Sun Mar 09 17:22:56 GMT 2025","","","",""
"","1247","TC_14.002.04 | Message that no matches found","US_14.002 | Header > Search Box","Sun Mar 09 17:28:25 GMT 2025","passed","Sun Mar 09 17:28:26 GMT 2025","","","",""
"","2935","TC_00.001.23 | Create freestyleProject via API","US_00.001 | New item > Create Freestyle Project","Sun Mar 09 17:25:13 GMT 2025","passed","Sun Mar 09 17:25:16 GMT 2025","","","",""
"","3256","TC_09.001.04 | Search is case-insensitive","US_09.001 | Manage Jenkins > Search settings","Sun Mar 09 17:22:59 GMT 2025","passed","Sun Mar 09 17:23:02 GMT 2025","","","",""
"","2050","Should measure largestContentfulPaint for /user/admin/builds","Performance with unified command","Sun Mar 09 17:27:53 GMT 2025","passed","Sun Mar 09 17:27:55 GMT 2025","","","",""
"","2023","TC_00.002.01 | Special characters are not allowed in the project name","US_00.002 | New Item > Create Pipeline Project","Sun Mar 09 17:26:13 GMT 2025","passed","Sun Mar 09 17:26:15 GMT 2025","","","",""
"","2055","Should load /user/admin/my-views/view/all/ page in less than 2 second","Performance with unified command","Sun Mar 09 17:27:10 GMT 2025","passed","Sun Mar 09 17:27:12 GMT 2025","","","",""
"","249","API 11.2: POST To Verify Login Created User with valid details","Automation excersize API CRUD:","Sun Mar 09 17:23:16 GMT 2025","passed","Sun Mar 09 17:23:16 GMT 2025","","","",""
"","5180","TC_01.004.07 | Verify confirmation appears before deletion","US_01.004 | FreestyleProject > Delete Project","Sun Mar 09 17:25:19 GMT 2025","passed","Sun Mar 09 17:25:24 GMT 2025","","","",""
"","3083","TC_06.005.04 | Delete Organization Folder","US_06.005 | Organization folder > Delete Organization Folder","Sun Mar 09 17:23:05 GMT 2025","passed","Sun Mar 09 17:23:08 GMT 2025","","","",""
"","2162","Should measure totalBlockingTime for /user/admin/builds","Performance with unified command","Sun Mar 09 17:27:57 GMT 2025","passed","Sun Mar 09 17:27:59 GMT 2025","","","",""
"","2171","Should measure largestContentfulPaint for /view/all/newJob","Performance with unified command","Sun Mar 09 17:25:56 GMT 2025","passed","Sun Mar 09 17:25:58 GMT 2025","","","",""
"","1821","Only Critical Severity Test","Accessibility","Sun Mar 09 17:24:26 GMT 2025","passed","Sun Mar 09 17:24:28 GMT 2025","","","",""
"","274","API 5: POST To Search Products (searchProduct)","Automation excersize API:","Sun Mar 09 17:23:11 GMT 2025","passed","Sun Mar 09 17:23:11 GMT 2025","","","",""
"","6588","TC_01.001.07 | It is possible to add description on project update","US_01.001 | FreestyleProject > Add description","Sun Mar 09 17:23:58 GMT 2025","passed","Sun Mar 09 17:24:05 GMT 2025","","","",""
"","1034","RF_14.003.05 | Header > Log out option | Verify user log out the current session on click ""Log out"" link.","US_14.003 | Header > Log out option","Sun Mar 09 17:27:52 GMT 2025","passed","Sun Mar 09 17:27:53 GMT 2025","","","",""
"","4585","TC_00.001.05 | Verify a description can be added when creating a new Freestyle Project","US_00.001 | New item > Create Freestyle Project","Sun Mar 09 17:25:03 GMT 2025","passed","Sun Mar 09 17:25:07 GMT 2025","","","",""
"","2342","Should load /user/admin/configure page in less than 2 second","Performance with unified command","Sun Mar 09 17:26:52 GMT 2025","passed","Sun Mar 09 17:26:55 GMT 2025","","","",""
"","1509","TC_00.002.15 | The url of the configure page contains new project name","US_00.002 | New Item > Create Pipeline Project","Sun Mar 09 17:26:24 GMT 2025","passed","Sun Mar 09 17:26:25 GMT 2025","","","",""
"","1933","All levels of severity","Accessibility","Sun Mar 09 17:24:18 GMT 2025","passed","Sun Mar 09 17:24:20 GMT 2025","","","",""
"","13795","TC_08.001.01 | Build status icon for ""Not built"" Freestyle project is shown on ""Dashboard"" page","US_08.001 | Build history > Start to build a project","Sun Mar 09 17:23:30 GMT 2025","passed","Sun Mar 09 17:23:44 GMT 2025","","","",""
"","2077","Should load /view/all/newJob page with size less than 1 MB","Performance with unified command","Sun Mar 09 17:25:51 GMT 2025","passed","Sun Mar 09 17:25:54 GMT 2025","","","",""
"","2163","TC_00.000.18 | Create New item from the ""New Item"" link in the left sidebar.","US_00.000 | New Item > Create New item","Sun Mar 09 17:26:01 GMT 2025","passed","Sun Mar 09 17:26:03 GMT 2025","","","",""
"","2047","TC_00.002.14 | Create Pipeline Project","US_00.002 | New Item > Create Pipeline Project","Sun Mar 09 17:26:22 GMT 2025","passed","Sun Mar 09 17:26:24 GMT 2025","","","",""
"","2055","Should measure largestContentfulPaint for /user/admin/configure","Performance with unified command","Sun Mar 09 17:27:03 GMT 2025","passed","Sun Mar 09 17:27:05 GMT 2025","","","",""
"","2064","Should measure totalBlockingTime for /view/all/newJob","Performance with unified command","Sun Mar 09 17:26:00 GMT 2025","passed","Sun Mar 09 17:26:02 GMT 2025","","","",""
"","2336","Should measure cumulativeLayoutShift for /view/all/builds","Performance with unified command","Sun Mar 09 17:26:15 GMT 2025","passed","Sun Mar 09 17:26:18 GMT 2025","","","",""
"","3308","TC_01.001.08 | Verify the description is added when creating the project","US_01.001 | FreestyleProject > Add description","Sun Mar 09 17:23:51 GMT 2025","passed","Sun Mar 09 17:23:55 GMT 2025","","","",""
"","3727","TC_04.001.03| Verify that error message is displayed when an invalid folder name is entered in the Rename Folder field","US_04.001 | Folder > Rename Folder","Sun Mar 09 17:23:00 GMT 2025","passed","Sun Mar 09 17:23:04 GMT 2025","","","",""
"","1058","TC_13.003.05 | User can access account settings in the dropdown menu next to the username","US_13.003 | User > Config","Sun Mar 09 17:24:04 GMT 2025","passed","Sun Mar 09 17:24:05 GMT 2025","","","",""
"","7040","TC_13.001.01 | Create new User via Manage Jenkins left side menu","US_13.001 | Create new User","Sun Mar 09 17:25:12 GMT 2025","passed","Sun Mar 09 17:25:19 GMT 2025","","","",""
"","2054","Should measure totalBlockingTime for /view/all/builds","Performance with unified command","Sun Mar 09 17:26:18 GMT 2025","passed","Sun Mar 09 17:26:20 GMT 2025","","","",""
"","3789","TC_00.002.007 | New Pipeline Project check Item name valid","US_00.002 | New Item > Create Pipeline Project","Sun Mar 09 17:26:26 GMT 2025","passed","Sun Mar 09 17:26:30 GMT 2025","","","",""
"","3411","TC_04.001.11 | Rename a folder on the folder page in the Configure section","US_04.001 | Folder > Rename Folder","Sun Mar 09 17:23:11 GMT 2025","passed","Sun Mar 09 17:23:14 GMT 2025","","","",""
"","2065","Should load /user/admin/ page in less than 2 second","Performance with unified command","Sun Mar 09 17:26:36 GMT 2025","passed","Sun Mar 09 17:26:38 GMT 2025","","","",""
"","1351","Provide context as Array of HTML Elements","Accessibility","Sun Mar 09 17:24:34 GMT 2025","passed","Sun Mar 09 17:24:36 GMT 2025","","","",""
"","1325","Should return response for /user/admin/credentials/ in less than 500 milliseconds","Performance with unified command","Sun Mar 09 17:27:30 GMT 2025","passed","Sun Mar 09 17:27:32 GMT 2025","","","",""
"","2051","Should measure cumulativeLayoutShift for /","Performance with unified command","Sun Mar 09 17:25:41 GMT 2025","passed","Sun Mar 09 17:25:43 GMT 2025","","","",""
"","5840","Checks the Freestyle project page contains search field","Checking parametrization","Sun Mar 09 17:23:55 GMT 2025","passed","Sun Mar 09 17:24:01 GMT 2025","","","",""
"","8638","TC_01.001.01 | Add a description when creating a project","US_01.001 | FreestyleProject > Add description","Sun Mar 09 17:23:28 GMT 2025","passed","Sun Mar 09 17:23:36 GMT 2025","","","",""
"","8986","TC_14.002.05 | User can select suggestion to auto-fill and complete the search","US_14.002 | Header > Search Box","Sun Mar 09 17:28:06 GMT 2025","broken","Sun Mar 09 17:28:15 GMT 2025","","","",""
"","2108","TC_13.003.06 | Rename user","US_13.003 | User > Config","Sun Mar 09 17:24:07 GMT 2025","passed","Sun Mar 09 17:24:09 GMT 2025","","","",""
"","2078","Should load /user/admin/credentials/ page in less than 2 second","Performance with unified command","Sun Mar 09 17:27:26 GMT 2025","passed","Sun Mar 09 17:27:28 GMT 2025","","","",""
"","1398","TC_14.002.06 | Multiple matches are displayed on the result page","US_14.002 | Header > Search Box","Sun Mar 09 17:28:15 GMT 2025","passed","Sun Mar 09 17:28:16 GMT 2025","","","",""
"","3717","TC_06.005.03 | Delete Organization Folder from project status table on Dashboard page","US_06.005 | Organization folder > Delete Organization Folder","Sun Mar 09 17:23:01 GMT 2025","passed","Sun Mar 09 17:23:05 GMT 2025","","","",""
"","2098","Should measure largestContentfulPaint for /user/admin/","Performance with unified command","Sun Mar 09 17:26:46 GMT 2025","passed","Sun Mar 09 17:26:48 GMT 2025","","","",""
"","1516","Should return response for /user/admin/configure in less than 500 milliseconds","Performance with unified command","Sun Mar 09 17:26:57 GMT 2025","passed","Sun Mar 09 17:26:59 GMT 2025","","","",""
"","2133","Should load /view/all/builds page with size less than 1 MB","Performance with unified command","Sun Mar 09 17:26:09 GMT 2025","passed","Sun Mar 09 17:26:11 GMT 2025","","","",""
"","6443","TC_01.006.10 | Verify a project is moved to an existing folder from the Project page","US_01.006 | FreestyleProject > Move project","Sun Mar 09 17:26:22 GMT 2025","passed","Sun Mar 09 17:26:28 GMT 2025","","","",""
"","1341","Should return response for /user/admin/ in less than 500 milliseconds","Performance with unified command","Sun Mar 09 17:26:40 GMT 2025","passed","Sun Mar 09 17:26:42 GMT 2025","","","",""
"","2107","Should load /view/all/builds page with resourceTiming less than 500ms","Performance with unified command","Sun Mar 09 17:26:05 GMT 2025","passed","Sun Mar 09 17:26:07 GMT 2025","","","",""
"","4402","TC_02.004.02 | Pipeline > Pipeline Configuration >Enable/disable the project with the help of Enable/Disable toggle","US_02.004 | Pipeline > Pipeline Configuration","Sun Mar 09 17:23:32 GMT 2025","passed","Sun Mar 09 17:23:37 GMT 2025","","","",""
"","3196","TC_00.002.05 | Create Pipeline Project with an already existing name of a project","US_00.002 | New Item > Create Pipeline Project","Sun Mar 09 17:26:18 GMT 2025","passed","Sun Mar 09 17:26:22 GMT 2025","","","",""
"","1046","Provide context as Object with ""exclude"" and ""include""","Accessibility","Sun Mar 09 17:24:37 GMT 2025","passed","Sun Mar 09 17:24:38 GMT 2025","","","",""
